Prefix	DIV	BioProject	BioSample	Organism	# of Contigs	Total length of Contigs, b	Has annotated Contigs	# of Scaffolds	Scaffolds range	Has annotated Scaffolds	# of Proteins	Genome range	Update date	Create date	Status
JTDS01	BCT	PRJNA221787	SAMN03169697	ESCHERICHIA COLI	203	4933598	no	0		no	0		2015-02-05 00:00:00	2014-12-23 00:00:00	1
JRWD01	BCT	PRJNA262099	SAMN03080593	FLAVOBACTERIUM PSYCHROPHILUM	128	2518967	no	0		no	0		2014-12-16 00:00:00	2014-12-16 00:00:00	1
JRWX01	BCT	PRJNA263861	SAMN03112801	YERSINIA RUCKERI	32	3913794	yes	0		no	3325		2015-01-29 00:00:00	2014-11-11 00:00:00	1
JRWY01	BCT	PRJNA264127	SAMN03113152	DICKEYA CHRYSANTHEMI	145	4952363	yes	0		no	4214		2014-11-10 00:00:00	2014-11-10 00:00:00	1
JRXY01	BCT	PRJNA262953	SAMN03092898	PSEUDOMONAS FLUORESCENS	36	6318140	no	0		no	0		2015-02-26 00:00:00	2014-12-17 00:00:00	1
JSXF01	BCT	PRJNA265925	SAMN03154073	PANTOEA STEWARTII	39	4817607	yes	0		no	4298		2015-02-24 00:00:00	2014-12-17 00:00:00	1
JTNP01	BCT	PRJNA264310	SAMN03105728	PSEUDOMONAS AERUGINOSA	93	6894718	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTIY01	BCT	PRJNA254113	SAMN02899864	STREPTOMYCES SP. ACH 505	27	9005794	yes	0		no	6908		2015-01-15 00:00:00	2015-01-15 00:00:00	1
JTJD01	BCT	PRJNA268055	SAMN03202139	APHANOCAPSA MONTANA BDHKU210001	296	11500044	yes	0		no	7295		2015-01-13 00:00:00	2015-01-13 00:00:00	1
JTKX01	BCT	PRJNA268241	SAMN03200206	ENTEROCOCCUS FAECALIS	89	3037709	yes	0		no	2935		2015-01-22 00:00:00	2014-12-02 00:00:00	1
JTLO01	BCT	PRJNA268890	SAMN03246119	ENTEROBACTER LUDWIGII	2	4952770	yes	0		no	4459		2015-01-15 00:00:00	2015-01-15 00:00:00	1
JTEQ01	INV	PRJNA263369	SAMN03099748	PIEZODORUS GUILDINII	1932	3179848	no	0		no	0		2014-11-21 00:00:00	2014-11-21 00:00:00	1
JTFH01	PRI	PRJNA267742	SAMN03200031	HOMO SAPIENS	1998	4357270	no	0		no	0		2014-11-21 00:00:00	2014-11-21 00:00:00	1
JTGJ01	PLN	PRJNA268050	SAMN03202112	TRICHODERMA VIRENS FT-333	586	38630132	no	0		no	0		2014-12-09 00:00:00	2014-12-09 00:00:00	1
JTCU01	BCT	PRJNA266886	SAMN03175018	XANTHOMONAS AXONOPODIS PV. PHASEOLI	206	4962914	yes	0		no	3987		2014-11-21 00:00:00	2014-11-21 00:00:00	1
JTWN01	BCT	PRJNA264310	SAMN03105496	PSEUDOMONAS AERUGINOSA	190	6855346	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTWW01	BCT	PRJNA264310	SAMN03105487	PSEUDOMONAS AERUGINOSA	147	6748304	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTXL01	BCT	PRJNA264310	SAMN03105472	PSEUDOMONAS AERUGINOSA	50	6380431	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTYA01	BCT	PRJNA264310	SAMN03105457	PSEUDOMONAS AERUGINOSA	52	6289098	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTTS01	BCT	PRJNA264310	SAMN03105569	PSEUDOMONAS AERUGINOSA	112	6899104	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTUA01	BCT	PRJNA264310	SAMN03105561	PSEUDOMONAS AERUGINOSA	167	7067572	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTVT01	BCT	PRJNA264310	SAMN03105516	PSEUDOMONAS AERUGINOSA	104	7030097	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTVU01	BCT	PRJNA264310	SAMN03105515	PSEUDOMONAS AERUGINOSA	82	6843476	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTTG01	BCT	PRJNA264310	SAMN03105581	PSEUDOMONAS AERUGINOSA	73	6455645	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTOT01	BCT	PRJNA264310	SAMN03105698	PSEUDOMONAS AERUGINOSA	75	6582180	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTOW01	BCT	PRJNA264310	SAMN03105695	PSEUDOMONAS AERUGINOSA	106	6712745	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTPC01	BCT	PRJNA264310	SAMN03105689	PSEUDOMONAS AERUGINOSA	124	6510002	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTPW01	BCT	PRJNA264310	SAMN03105669	PSEUDOMONAS AERUGINOSA	150	6399923	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTQC01	BCT	PRJNA264310	SAMN03105663	PSEUDOMONAS AERUGINOSA	87	7042523	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTMK01	BCT	PRJNA264310	SAMN03105759	PSEUDOMONAS AERUGINOSA	78	6481258	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JTNK01	BCT	PRJNA264310	SAMN03105733	PSEUDOMONAS AERUGINOSA	77	6412424	no	0		no	0		2014-12-04 00:00:00	2014-12-04 00:00:00	1
JWIG01	BCT	PRJNA268458	SAMN03220273	PSEUDOALTEROMONAS DISTINCTA	32	4532748	yes	0		no	3871		2015-01-05 00:00:00	2015-01-05 00:00:00	1
JWIH01	BCT	PRJNA268453	SAMN03220270	PSEUDOALTEROMONAS ELYAKOVII	25	5454522	yes	0		no	4488		2015-01-05 00:00:00	2015-01-05 00:00:00	1
JWJH01	BCT	PRJNA270495	SAMN03266536	RHIZOBIUM NEPOTUM 39/7	79	5328872	yes	0		no	4811		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JWKK01	BCT	PRJNA269671	SAMN03256248	ESCHERICHIA COLI	145	5052014	no	0		no	0		2014-12-31 00:00:00	2014-12-31 00:00:00	1
JUJR01	BCT	PRJNA269235	SAMN03252619	PECTOBACTERIUM CAROTOVORUM SUBSP. CAROTOVORUM	12	4756023	yes	0		no	4097		2014-12-29 00:00:00	2014-12-29 00:00:00	1
JUJQ01	BCT	PRJNA269234	SAMN03252618	PECTOBACTERIUM CAROTOVORUM SUBSP. CAROTOVORUM	12	4965577	yes	0		no	4231		2014-12-29 00:00:00	2014-12-29 00:00:00	1
JUEW01	BCT	PRJNA267046	SAMN03177466	MYCOBACTERIUM TUBERCULOSIS	119	4365663	no	0		no	0		2014-12-18 00:00:00	2014-12-18 00:00:00	1
JUEZ01	BCT	PRJNA267049	SAMN03177471	MYCOBACTERIUM TUBERCULOSIS	119	4357371	no	0		no	0		2014-12-18 00:00:00	2014-12-18 00:00:00	1
JUGS01	BCT	PRJNA247546	SAMN02787053	AGROBACTERIUM RHIZOGENES	16	6662905	no	0		no	0		2014-12-09 00:00:00	2014-12-09 00:00:00	1
JWRP01	BCT	PRJNA259658	SAMN03067419	ENTEROBACTER CLOACAE	3	5142087	yes	0		no	4636		2014-12-23 00:00:00	2014-12-23 00:00:00	1
JWSF02	BCT	PRJNA270778	SAMN03268809	ACINETOBACTER BAUMANNII	98	4047652	yes	0		no	3829		2015-02-10 00:00:00	2015-02-10 00:00:00	1
JWPU01	BCT	PRJNA269996	SAMN03261524	ESCHERICHIA COLI	213	4880879	no	0		no	0		2014-12-31 00:00:00	2014-12-31 00:00:00	1
JWQC01	BCT	PRJNA186035	SAMN03079723	SALMONELLA ENTERICA SUBSP. ENTERICA	41	4670355	yes	0		no	4400		2014-12-22 00:00:00	2014-12-22 00:00:00	1
JWQD01	BCT	PRJNA186035	SAMN03079722	SALMONELLA ENTERICA SUBSP. ENTERICA	39	4744257	yes	0		no	4480		2014-12-22 00:00:00	2014-12-22 00:00:00	1
JWKN01	BCT	PRJNA268032	SAMN03217300	ARCHAEON GW2011_AR1	25	562091	yes	0		no	728		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JWKX01	BCT	PRJNA268032	SAMN03217312	ARCHAEON GW2011_AR18	17	822540	yes	0		no	1047		2014-12-19 00:00:00	2014-12-19 00:00:00	1
JWLF01	BCT	PRJNA269051	SAMN03246062	LEISINGERA SP. ANG-S3	70	4596525	yes	0		no	4184		2015-01-02 00:00:00	2015-01-02 00:00:00	1
JWVA02	BCT	PRJNA262565	SAMN03084829	ACINETOBACTER BAUMANNII	107	4055388	yes	0		no	3828		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWVM02	BCT	PRJNA262565	SAMN03084817	ACINETOBACTER BAUMANNII	124	4212006	yes	0		no	4017		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWVP02	BCT	PRJNA262565	SAMN03084814	ACINETOBACTER BAUMANNII	107	3856124	yes	0		no	3624		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWVY02	BCT	PRJNA262565	SAMN03084804	ACINETOBACTER BAUMANNII	158	4050037	yes	0		no	3819		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWUM02	BCT	PRJNA262565	SAMN03084844	ACINETOBACTER BAUMANNII	275	4266628	yes	0		no	4128		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWSU01	BCT	PRJNA270909	SAMN03271689	ARTHROBACTER SP. L77	10	3608439	no	0		no	0		2015-01-08 00:00:00	2015-01-08 00:00:00	1
JWTA01	BCT	PRJNA269640	SAMN03256218	CHRYSEOBACTERIUM TAIWANENSE	45	4126328	yes	0		no	3566		2015-01-02 00:00:00	2015-01-02 00:00:00	1
JWRK01	BCT	PRJNA259791	SAMN03255440	KLEBSIELLA PNEUMONIAE	3	5329244	yes	0		no	5023		2014-12-23 00:00:00	2014-12-23 00:00:00	1
JWZF01	BCT	PRJNA266657	SAMN03177651	ESCHERICHIA COLI	321	5640627	yes	0		no	5622		2015-01-16 00:00:00	2015-01-16 00:00:00	1
JWZG01	BCT	PRJNA266657	SAMN03177650	ESCHERICHIA COLI	134	4830892	yes	0		no	4588		2015-01-16 00:00:00	2015-01-16 00:00:00	1
JXAO01	BCT	PRJNA271197	SAMN03273288	HALOARCULA SALARIA	191	4091500	no	0		no	0		2015-01-06 00:00:00	2015-01-06 00:00:00	1
JXHT01	BCT	PRJNA268068	SAMN03202272	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	82	2770204	yes	1	CM003164:CM003164	no	2679		2015-02-20 00:00:00	2015-02-19 00:00:00	1
JWWA02	BCT	PRJNA262565	SAMN03084802	ACINETOBACTER BAUMANNII	115	3935909	yes	0		no	3711		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWWV02	BCT	PRJNA262565	SAMN03084777	ACINETOBACTER BAUMANNII	130	4191759	yes	0		no	4002		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWXF02	BCT	PRJNA262565	SAMN03084767	ACINETOBACTER BAUMANNII	125	4008872	yes	0		no	3808		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JWXI02	BCT	PRJNA262565	SAMN03084764	ACINETOBACTER BAUMANNII	116	3867236	yes	0		no	3636		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JXNZ01	BCT	PRJNA269735	SAMN03256364	PSEUDOMONAS FLUORESCENS	524	6047974	yes	0		no	5396		2015-02-12 00:00:00	2015-02-12 00:00:00	1
JXOM01	BCT	PRJNA271732	SAMN03276541	STREPTOMYCES SP. MBRL 601	1078	4508621	yes	0		no	2647		2015-02-24 00:00:00	2015-02-24 00:00:00	1
JXOP01	BCT	PRJNA236114	SAMN03287223	MEIOTHERMUS RUBER	170	2968099	yes	0		no	2799		2015-02-12 00:00:00	2015-02-12 00:00:00	1
JXQI01	BCT	PRJNA272654	SAMN03284261	PREVOTELLA SP. P4-76	90	3263251	yes	0		no	2313		2015-02-09 00:00:00	2015-02-09 00:00:00	1
JXIQ01	BCT	PRJNA268539	SAMN03220617	BACILLUS SUBTERRANEUS	208	3899987	yes	0		no	3465		2015-02-26 00:00:00	2015-02-26 00:00:00	1
JXIT01	BCT	PRJNA270790	SAMN03273299	BACILLUS SP. L_1B0_8	261	6025621	yes	0		no	5857		2015-02-12 00:00:00	2015-02-12 00:00:00	1
JXMD01	BCT	PRJNA272685	SAMN03284977	HAEMOPHILUS INFLUENZAE	31	1896215	yes	0		no	1790		2015-02-09 00:00:00	2015-02-09 00:00:00	1
JWZB01	BCT	PRJNA266657	SAMN03177658	ESCHERICHIA COLI	153	4889632	yes	0		no	4802		2015-01-16 00:00:00	2015-01-16 00:00:00	1
JSYX01	PLN	PRJNA261109	SAMN03070115	THERMOMUCOR INDICAE-SEUDATICAE	1958	29570904	no	0		no	0		2014-11-26 00:00:00	2014-11-26 00:00:00	1
JZEM01	BCT	PRJNA269585	SAMN03255752	HALOMONAS MERIDIANA	130	3471965	yes	0		no	3082		2015-03-04 00:00:00	2015-03-04 00:00:00	1
JZJB01	BCT	PRJNA262565	SAMN03084873	ACINETOBACTER BAUMANNII	161	3944940	yes	0		no	3706		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JZLF01	PRI	PRJNA251427	SAMN03121842	MACACA NEMESTRINA	94057	2838486523	yes	0		no	0		2015-03-16 00:00:00	2015-03-16 00:00:00	1
JZSH01	BCT	PRJNA243331	SAMN03295488	MORGANELLA MORGANII	661	4261510	yes	0		no	2375		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JZWO01	BCT	PRJNA269893	SAMN03287033	NEISSERIA SP. HMSC06F02	271	2421134	yes	118	KQ001376:KQ001493	no	2886		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYBK01	BCT	PRJNA272882	SAMN03287951	BURKHOLDERIA PSEUDOMALLEI	39	7108439	yes	0		no	6002		2015-02-24 00:00:00	2015-02-24 00:00:00	1
JYBP01	BCT	PRJNA260742	SAMN03025780	GEOBACILLUS KAUSTOPHILUS	3	3684318	yes	0		no	3734		2015-03-05 00:00:00	2015-03-05 00:00:00	1
JYBW01	PLN	PRJNA76691	SAMN03176949	EXOPHIALA MESOPHILA	64	29256826	no	9	KN847520:KN847528	yes	10347		2015-02-23 00:00:00	2015-02-10 00:00:00	1
JXTD01	BCT	PRJNA80545	SAMN01814043	CRONOBACTER MALONATICUS ENBT0334	128	4474111	yes	0		no	3904		2015-02-20 00:00:00	2015-02-20 00:00:00	1
JXUG01	BCT	PRJNA264952	SAMN03144672	LACTOBACILLUS BREVIS	33	2540645	yes	0		no	2432		2015-02-06 00:00:00	2015-02-06 00:00:00	1
JXUZ01	BCT	PRJNA272927	SAMN03287765	VIBRIO PARAHAEMOLYTICUS	77	5233482	yes	0		no	4612		2015-02-20 00:00:00	2015-02-20 00:00:00	1
JXVJ01	BCT	PRJNA272927	SAMN03287714	VIBRIO PARAHAEMOLYTICUS	79	5099993	yes	0		no	4500		2015-02-20 00:00:00	2015-02-20 00:00:00	1
JXVP01	BCT	PRJNA273275	SAMN03292328	ESCHERICHIA COLI	224	5071829	no	0		no	0		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXVU01	BCT	PRJNA273275	SAMN03292335	ESCHERICHIA COLI	181	5242726	no	0		no	0		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXQT01	BCT	PRJNA270647	SAMN03267954	PSEUDOMONAS SIMIAE	44	6105492	yes	0		no	5477		2015-02-09 00:00:00	2015-02-09 00:00:00	1
JYGB01	BCT	PRJNA273956	SAMN03316899	PSEUDOMONAS AERUGINOSA	165	6990934	yes	0		no	6521		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JYGY01	BCT	PRJNA272835	SAMN03287307	PARACOCCUS SP. 361	32	4131609	yes	0		no	3491		2015-02-23 00:00:00	2015-02-23 00:00:00	1
JYCA01	PLN	PRJNA76691	SAMN03176945	EXOPHIALA OLIGOSPERMA	287	37920466	no	143	KN847332:KN847474	yes	13234		2015-02-23 00:00:00	2015-02-10 00:00:00	1
JYCS01	BCT	PRJNA264249	SAMN03120606	LACTOBACILLUS RHAMNOSUS	71	2889314	yes	0		no	2643		2015-02-24 00:00:00	2015-02-24 00:00:00	1
JYEE01	BCT	PRJNA274601	SAMN03333327	ESCHERICHIA COLI	135	5028456	yes	0		no	4861		2015-03-12 00:00:00	2015-03-12 00:00:00	1
JYFJ01	INV	PRJNA203301	SAMN02646748	CATAJAPYX AQUILONARIS	84989	300946685	no	7497	KN898086:KN905582	no	0		2015-02-27 00:00:00	2015-02-25 00:00:00	1
JXWG01	BCT	PRJNA273275	SAMN03292347	ESCHERICHIA COLI	169	5288177	no	0		no	0		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXXM01	BCT	PRJNA274319	SAMN03325915	STAPHYLOCOCCUS EPIDERMIDIS	566	2642187	no	0		no	0		2015-02-25 00:00:00	2015-02-25 00:00:00	1
JYBC01	BCT	PRJNA274161	SAMN03323314	KLEBSIELLA PNEUMONIAE	49	5450975	no	0		no	0		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JYOE01	BCT	PRJNA275245	SAMN03340297	TERRABACTER SP. 28	94	4876735	yes	0		no	3812		2015-03-18 00:00:00	2015-03-18 00:00:00	1
JYOP01	BCT	PRJNA272922	SAMN03329995	RHODOCOCCUS SP. AD45	9	6794789	yes	1	CM003191:CM003191	no	6278		2015-03-12 00:00:00	2015-03-06 00:00:00	1
JZCG01	BCT	PRJNA271775	SAMN03277094	ACINETOBACTER BAUMANNII	127	4013342	yes	0		no	3783		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JZCL01	BCT	PRJNA271775	SAMN03277100	ACINETOBACTER BAUMANNII	127	4013000	yes	0		no	3783		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JYMS01	BCT	PRJNA275239	SAMN03340243	BRADYRHIZOBIUM SP. LTSP857	50	8426077	yes	0		no	7439		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JYHW01	BCT	PRJNA275699	SAMN03352192	PSEUDOMONAS FLUORESCENS	110	6124857	yes	0		no	5300		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYJG01	BCT	PRJNA238534	SAMN03323308	LECHEVALIERIA AEROCOLONIGENES	649	10250719	yes	0		no	8238		2015-03-18 00:00:00	2015-03-18 00:00:00	1
JYGA01	BCT	PRJNA273951	SAMN03316841	ENTEROBACTER CLOACAE	84	5057174	yes	0		no	4818		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JZJF01	BCT	PRJNA262565	SAMN03084811	ACINETOBACTER BAUMANNII	199	4234817	yes	0		no	4074		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JZRI01	BCT	PRJNA275214	SAMN03339945	PSEUDOMONAS SP. ES3-33	162	6075381	yes	0		no	5404		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JZSI01	BCT	PRJNA243331	SAMN03295487	PHOTOBACTERIUM DAMSELAE SUBSP. DAMSELAE	81	4865148	yes	0		no	3772		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JZSL01	BCT	PRJNA243331	SAMN03295484	PHOTOBACTERIUM LEIOGNATHI	275	4839812	yes	0		no	3855		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JZWK01	BCT	PRJNA277757	SAMN03396344	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR LIVINGSTONE	31	4803211	yes	0		no	4473		2015-03-18 00:00:00	2015-03-18 00:00:00	1
JWZJ01	BCT	PRJNA266657	SAMN03177638	ESCHERICHIA COLI	257	5302173	yes	0		no	5338		2015-01-16 00:00:00	2015-01-16 00:00:00	1
JXAC01	BCT	PRJNA271304	SAMN03273852	SPHINGOBACTERIUM SP. T2	327	3040550	no	0		no	0		2015-01-05 00:00:00	2015-01-05 00:00:00	1
JXAV01	BCT	PRJNA271204	SAMN03273297	BREVIBACILLUS BORSTELENSIS	113	5210065	no	0		no	0		2015-01-12 00:00:00	2015-01-06 00:00:00	1
JZEE01	PLN	PRJNA219623	SAMN03255772	ASPERGILLUS PARASITICUS SU-1	753	39465951	yes	0		no	8645		2015-03-18 00:00:00	2015-03-18 00:00:00	1
JZIQ01	BCT	PRJNA276501	SAMN03376164	STAPHYLOCOCCUS AUREUS	29	2646563	no	0		no	0		2015-03-10 00:00:00	2015-03-10 00:00:00	1
JYMI01	BCT	PRJNA272863	SAMN03333159	ENTEROBACTER CLOACAE	118	4938194	yes	0		no	4632		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYML01	BCT	PRJNA272863	SAMN03333162	ENTEROBACTER CLOACAE	164	4862703	yes	0		no	4581		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYNN01	BCT	PRJNA263055	SAMN03351773	THIOALKALIMICROBIUM MICROAEROPHILUM	109	3094843	no	7	KN882196:KN882202	no	0		2015-02-26 00:00:00	2015-02-26 00:00:00	1
JYNQ01	BCT	PRJNA251769	SAMN03351825	LACINUTRIX SP. HEL_I_90	2	3819763	no	0		no	0		2015-02-26 00:00:00	2015-02-26 00:00:00	1
JYJW01	BCT	PRJNA269675	SAMN03256459	YERSINIA PESTIS SUBSP. MICROTUS BV. ULEGEICA	477	4523215	yes	0		no	3987		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JYJZ01	BCT	PRJNA275365	SAMN03342417	PSEUDOMONAS AERUGINOSA	31	6688523	no	0		no	0		2015-03-11 00:00:00	2015-03-11 00:00:00	1
JYLV01	BCT	PRJNA272863	SAMN03333146	ESCHERICHIA COLI	227	5177251	yes	0		no	5099		2015-03-13 00:00:00	2015-03-13 00:00:00	1
JYHE01	BCT	PRJNA274688	SAMN03328996	PSEUDOMONAS MELIAE	360	5143641	no	0		no	0		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JYHL01	INV	PRJNA275059	SAMN03339017	OSCHEIUS SP. MCB	11377	38321349	no	0		no	0		2015-02-26 00:00:00	2015-02-26 00:00:00	1
JYHS01	BCT	PRJNA274893	SAMN03333330	ACIDIPLASMA SP. MBA-1	9	1747364	yes	0		no	1617		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JYIG01	BCT	PRJNA218110	SAMN03334835	ESCHERICHIA COLI	287	4875984	yes	0		no	4748		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JXXJ01	BCT	PRJNA175305	SAMN02058518	SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR BAREILLY STR. CFSAN001591	39	4772107	yes	0		no	4449		2015-02-05 00:00:00	2015-02-05 00:00:00	1
JXZE01	BCT	PRJNA274225	SAMN03323925	NOVOSPHINGOBIUM SP. P6W	65	6537300	yes	0		no	5199		2015-02-17 00:00:00	2015-02-17 00:00:00	1
JYBR01	PLN	PRJNA76691	SAMN03176950	EXOPHIALA SIDERIS	69	29484114	no	5	KN846951:KN846955	yes	11120		2015-02-23 00:00:00	2015-02-10 00:00:00	1
JYFC01	BCT	PRJNA274891	SAMN03333328	AGREIA BICOLORATA	20	3920719	yes	0		no	3111		2015-03-03 00:00:00	2015-03-03 00:00:00	1
JYFU01	BCT	PRJNA273005	SAMN03288143	RHIZOBIUM SP. UR51A	32	5235059	yes	0		no	5079		2015-02-23 00:00:00	2015-02-23 00:00:00	1
JYFX01	BCT	PRJNA274439	SAMN03328791	OCHROBACTRUM ANTHROPI	74	4904177	yes	0		no	4520		2015-02-20 00:00:00	2015-02-20 00:00:00	1
JYCH01	BCT	PRJNA260744	SAMN03025782	BACILLUS THURINGIENSIS	81	5566081	no	0		no	0		2015-03-05 00:00:00	2015-03-05 00:00:00	1
JYDX01	BCT	PRJNA273794	SAMN03296045	CAMPYLOBACTER JEJUNI SUBSP. JEJUNI	122	1727736	yes	0		no	1700		2015-03-04 00:00:00	2015-03-04 00:00:00	1
JYEA01	BCT	PRJNA273812	SAMN03299097	CAMPYLOBACTER JEJUNI SUBSP. JEJUNI	68	1670422	yes	0		no	1619		2015-03-04 00:00:00	2015-03-04 00:00:00	1
JYED01	BCT	PRJNA274601	SAMN03329622	ESCHERICHIA COLI	227	5095283	yes	0		no	5017		2015-03-12 00:00:00	2015-03-12 00:00:00	1
JXVC01	BCT	PRJNA272927	SAMN03287762	VIBRIO PARAHAEMOLYTICUS	96	5115101	yes	0		no	4551		2015-02-20 00:00:00	2015-02-20 00:00:00	1
JXVN01	BCT	PRJNA273275	SAMN03292326	ESCHERICHIA COLI	177	5330964	no	0		no	0		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXVS01	BCT	PRJNA273275	SAMN03292333	ESCHERICHIA COLI	184	5382206	no	0		no	0		2015-03-06 00:00:00	2015-03-06 00:00:00	1
JXWY01	BCT	PRJNA274164	SAMN03323319	STAPHYLOCOCCUS MICROTI	186	2381859	yes	0		no	2175		2015-02-25 00:00:00	2015-02-25 00:00:00	1
JXWZ01	INV	PRJNA248827	SAMN02803812	ANOPHELES FARAUTI NO. 4	14407	146379160	no	0		no	0		2015-03-19 00:00:00	2015-03-19 00:00:00	1
JXXD01	BCT	PRJNA261322	SAMN03072113	PSEUDOMONAS STUTZERI	398	4878963	yes	0		no	4566		2015-03-02 00:00:00	2015-03-02 00:00:00	1
JXRX01	BCT	PRJNA272749	SAMN03287931	STAPHYLOCOCCUS AUREUS	427	2811017	no	0		no	0		2015-02-03 00:00:00	2015-02-03 00:00:00	1
JXSD01	BCT	PRJNA272749	SAMN03287937	STAPHYLOCOCCUS AUREUS	452	2839719	no	0		no	0		2015-02-03 00:00:00	2015-02-03 00:00:00	1
JXSE01	BCT	PRJNA272749	SAMN03287938	STAPHYLOCOCCUS AUREUS	358	2843328	no	0		no	0		2015-02-03 00:00:00	2015-02-03 00:00:00	1
JXSV01	BCT	PRJNA261239	SAMN03276491	ACINETOBACTER BAUMANNII	53	3933455	yes	0		no	3704		2015-02-12 00:00:00	2015-02-12 00:00:00	1
JXTA01	BCT	PRJNA264317	SAMN03295755	AEROMONAS SALMONICIDA SUBSP. SALMONICIDA	133	4806166	yes	3	CM003174:CM003176	no	4180		2015-02-25 00:00:00	2015-02-24 00:00:00	1
JXTH01	BCT	PRJNA260786	SAMN03078685	ANOXYBACILLUS THERMARUM	159	2736908	yes	0		no	2815		2015-02-12 00:00:00	2015-02-12 00:00:00	1
JXDJ01	BCT	PRJNA270710	SAMN03268415	ACIDOVORAX CITRULLI	26	5074352	no	0		no	0		2015-02-26 00:00:00	2015-02-26 00:00:00	1
JXHP01	BCT	PRJNA266797	SAMN03174423	BACILLUS SUBTILIS	100	4049794	yes	0		no	4129		2015-02-02 00:00:00	2015-02-02 00:00:00	1
JXIE01	BCT	PRJNA268488	SAMN03219989	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	98	2792320	yes	0		no	2758		2015-02-19 00:00:00	2015-02-19 00:00:00	1
JXIH01	BCT	PRJNA268547	SAMN03219993	STAPHYLOCOCCUS AUREUS SUBSP. AUREUS	114	2777762	yes	0		no	2787		2015-02-19 00:00:00	2015-02-19 00:00:00	1
JXJN01	INV	PRJNA172847	SAMN01796024	GLOSSINA PALPALIS GAMBIENSIS	31320	346049078	no	2194	KN796171:KN798364	no	0		2015-01-15 00:00:00	2015-01-15 00:00:00	1
JXOI01	BCT	PRJNA268550	SAMN03219997	BRADYRHIZOBIUM SP. UASWS1016	107	1047671	yes	0		no	790		2015-02-20 00:00:00	2015-02-20 00:00:00	1
JXQL01	BCT	PRJNA272660	SAMN03284264	PREVOTELLA SP. P5-125	88	3120120	yes	0		no	2174		2015-02-09 00:00:00	2015-02-09 00:00:00	1
